issues/modal/error/title/robots/empty	Your robots.txt is empty	Votre fichier robots.txt est vide	O seu robots.txt está vazio	Su robots.txt está vacío	Il file robots.txt è vuoto	robots.txt가 비어 있습니다.	Ваш robots.txt пуст	Robots.txt dosyanız boş	Ihre robots.txt ist leer										
issues/modal/error/description/robots/empty	Your robots.txt file is empty. It's best to fill it with the basic rules. A rule that allows all search engines to visit your site, and a line that mentions the url of your sitemap. Here's an example of robots.txt.	Votre fichier robots.txt est vide. Il est préférable de le remplir avec les règles de base. Une règle qui autorise tous les moteurs de recherche à visiter votre site, et une ligne qui mentionne l'url de votre sitemap. Voici un exemple de fichier robots.txt.	O seu ficheiro robots.txt está vazio. É melhor preenchê-lo com as regras básicas. Uma regra que permita a todos os motores de busca visitarem o seu sítio e uma linha que mencione o URL do seu mapa do sítio. Aqui está um exemplo de robots.txt.	Su archivo robots.txt está vacío. Lo mejor es llenarlo con las reglas básicas. Una regla que permita a todos los motores de búsqueda visitar su sitio, y una línea que mencione la url de su mapa del sitio. Aquí tienes un ejemplo de robots.txt.	Il file robots.txt è vuoto. È meglio riempirlo con le regole di base. Una regola che consenta a tutti i motori di ricerca di visitare il vostro sito e una riga che menzioni l'url della vostra sitemap. Ecco un esempio di robots.txt.	robots.txt 파일이 비어 있습니다. 기본 규칙으로 채우는 것이 가장 좋습니다. 모든 검색 엔진이 사이트를 방문할 수 있도록 허용하는 규칙과 사이트맵의 URL을 언급하는 줄이 필요합니다. 다음은 robots.txt의 예입니다.													
issues/modal/error/title/server/error	Your server responds with an error	Votre serveur répond par une erreur	O seu servidor responde com um erro	Su servidor responde con un error	Il server risponde con un errore	서버가 오류와 함께 응답합니다.	Ваш сервер отвечает с ошибкой	Sunucunuz bir hata ile yanıt verir	Ihr Server antwortet mit einer Fehlermeldung										
issues/modal/error/description/server/error	We tried to visit your site but unfortunately it returned an error. You can see below the url of your website and the error code it returns.		Tentámos visitar o seu sítio Web, mas, infelizmente, foi detectado um erro. Pode ver abaixo o URL do seu sítio Web e o código de erro que é devolvido.	Hemos intentado visitar su sitio web pero, lamentablemente, devuelve un error. A continuación puede ver la url de su sitio web y el código de error que devuelve.	Abbiamo provato a visitare il vostro sito, ma purtroppo ha restituito un errore. Di seguito potete vedere l'url del vostro sito e il codice di errore che restituisce.	회원님의 사이트를 방문하려고 했지만 안타깝게도 오류가 반환되었습니다. 아래에서 웹사이트의 URL과 반환된 오류 코드를 확인할 수 있습니다.													
issues/modal/error/title/server/not-https	Your website do not use https	Votre site web n'utilise pas https	O seu sítio Web não utiliza https	Su sitio web no utiliza https	Il vostro sito web non utilizza https	귀하의 웹사이트는 https를 사용하지 않습니다.	Ваш сайт не использует https	Web siteniz https kullanmıyor	Ihre Website verwendet kein https										
issues/modal/error/description/server/not-https	First, it provides security and trust. HTTPS encrypts data between a user's browser and the server, making the site more secure. This is particularly critical for sites handling sensitive information. Users are more likely to trust and use a secure site, and search engines like Google favor secure websites in their rankings.  Second, HTTPS is a ranking signal for search engines. Since 2014, Google has been using HTTPS as a factor in its ranking algorithms. Websites with HTTPS are more likely to rank higher in search results than non-HTTPS sites. This is part of Google's effort to ensure a safer web.  Third, HTTPS preserves referral data. When traffic moves from a secure HTTPS site to a non-secure HTTP site, referral data is often lost, causing the traffic to appear as "direct" in analytics. This can lead to a misunderstanding of where traffic is coming from. HTTPS maintains this referral data, providing a more accurate picture of traffic sources.  Lastly, faster performance and improved user experience are often associated with HTTPS, due to the implementation of HTTP/2, which requires an SSL certificate (part of HTTPS). Faster websites are favored in SEO rankings and are more appealing to users.	Tout d'abord, il assure la sécurité et la confiance. HTTPS crypte les données entre le navigateur de l'utilisateur et le serveur, ce qui rend le site plus sûr. Cet aspect est particulièrement important pour les sites qui traitent des informations sensibles. Les utilisateurs sont plus enclins à faire confiance à un site sécurisé et à l'utiliser, et les moteurs de recherche comme Google favorisent les sites sécurisés dans leur classement.  Deuxièmement, HTTPS est un signal de classement pour les moteurs de recherche. Depuis 2014, Google utilise le protocole HTTPS comme facteur dans ses algorithmes de classement. Les sites web dotés du protocole HTTPS sont plus susceptibles d'être mieux classés dans les résultats de recherche que les sites non dotés du protocole HTTPS. Cette démarche s'inscrit dans le cadre des efforts déployés par Google pour rendre le web plus sûr.  Troisièmement, le protocole HTTPS préserve les données de référence. Lorsque le trafic passe d'un site HTTPS sécurisé à un site HTTP non sécurisé, les données de référence sont souvent perdues, ce qui fait que le trafic apparaît comme "direct" dans les analyses. Cela peut conduire à une mauvaise compréhension de la provenance du trafic. HTTPS conserve ces données de référence, ce qui permet d'obtenir une image plus précise des sources de trafic.  Enfin, des performances plus rapides et une expérience utilisateur améliorée sont souvent associées à HTTPS, en raison de la mise en œuvre de HTTP/2, qui nécessite un certificat SSL (qui fait partie de HTTPS). Les sites web plus rapides sont favorisés dans les classements SEO et sont plus attrayants pour les utilisateurs.	Em primeiro lugar, proporciona segurança e confiança. O HTTPS encripta os dados entre o browser de um utilizador e o servidor, tornando o sítio mais seguro. Isto é particularmente importante para os sítios que tratam informações sensíveis. É mais provável que os utilizadores confiem e utilizem um sítio seguro, e os motores de busca como o Google favorecem os sítios seguros nas suas classificações.  Em segundo lugar, o HTTPS é um sinal de classificação para os motores de busca. Desde 2014, o Google tem vindo a utilizar o HTTPS como um fator nos seus algoritmos de classificação. Os sítios Web com HTTPS têm maior probabilidade de obter uma classificação mais elevada nos resultados de pesquisa do que os sítios sem HTTPS. Isto faz parte do esforço do Google para garantir uma Web mais segura.  Em terceiro lugar, o HTTPS preserva os dados de referência. Quando o tráfego passa de um sítio HTTPS seguro para um sítio HTTP não seguro, os dados de referência perdem-se frequentemente, fazendo com que o tráfego apareça como "direto" nas análises. Isto pode levar a um mal-entendido sobre a origem do tráfego. O HTTPS mantém estes dados de referência, fornecendo uma imagem mais exacta das fontes de tráfego.  Por último, o desempenho mais rápido e a melhor experiência do utilizador estão frequentemente associados ao HTTPS, devido à implementação do HTTP/2, que requer um certificado SSL (parte do HTTPS). Os sítios Web mais rápidos são favorecidos nas classificações SEO e são mais apelativos para os utilizadores.	En primer lugar, proporciona seguridad y confianza. HTTPS cifra los datos entre el navegador del usuario y el servidor, lo que hace que el sitio sea más seguro. Esto es especialmente importante para los sitios que manejan información confidencial. Es más probable que los usuarios confíen y utilicen un sitio seguro, y los motores de búsqueda como Google favorecen los sitios web seguros en sus clasificaciones.  En segundo lugar, HTTPS es una señal de clasificación para los motores de búsqueda. Desde 2014, Google utiliza HTTPS como factor en sus algoritmos de clasificación. Los sitios web con HTTPS tienen más probabilidades de clasificarse mejor en los resultados de búsqueda que los sitios sin HTTPS. Esto forma parte del esfuerzo de Google por garantizar una web más segura.  En tercer lugar, HTTPS conserva los datos de referencia. Cuando el tráfico pasa de un sitio HTTPS seguro a un sitio HTTP no seguro, a menudo se pierden los datos de referencia, lo que hace que el tráfico aparezca como "directo" en los análisis. Esto puede llevar a un malentendido sobre la procedencia del tráfico. HTTPS mantiene estos datos de referencia, proporcionando una imagen más precisa de las fuentes de tráfico.  Por último, un rendimiento más rápido y una experiencia de usuario mejorada se asocian a menudo con HTTPS, debido a la implementación de HTTP/2, que requiere un certificado SSL (parte de HTTPS). Los sitios web más rápidos se ven favorecidos en las clasificaciones SEO y son más atractivos para los usuarios.	In primo luogo, garantisce sicurezza e fiducia. L'HTTPS cripta i dati tra il browser dell'utente e il server, rendendo il sito più sicuro. Questo aspetto è particolarmente importante per i siti che gestiscono informazioni sensibili. Gli utenti sono più propensi a fidarsi e a utilizzare un sito sicuro e i motori di ricerca come Google favoriscono i siti sicuri nelle loro classifiche.  In secondo luogo, l'HTTPS è un segnale di ranking per i motori di ricerca. Dal 2014, Google utilizza l'HTTPS come fattore nei suoi algoritmi di ranking. I siti web con HTTPS hanno maggiori probabilità di posizionarsi più in alto nei risultati di ricerca rispetto ai siti non HTTPS. Questo fa parte dello sforzo di Google per garantire un web più sicuro.  In terzo luogo, l'HTTPS preserva i dati di riferimento. Quando il traffico passa da un sito HTTPS sicuro a un sito HTTP non sicuro, i dati di riferimento spesso vanno persi, facendo sì che il traffico appaia come "diretto" nelle analisi. Questo può portare a un fraintendimento della provenienza del traffico. HTTPS mantiene questi dati di riferimento, fornendo un quadro più accurato delle fonti di traffico.  Infine, prestazioni più veloci e una migliore esperienza utente sono spesso associate all'HTTPS, grazie all'implementazione di HTTP/2, che richiede un certificato SSL (parte dell'HTTPS). I siti web più veloci sono favoriti nelle classifiche SEO e sono più attraenti per gli utenti.	첫째, 보안과 신뢰를 제공합니다. HTTPS는 사용자의 브라우저와 서버 간의 데이터를 암호화하여 사이트의 보안을 강화합니다. 이는 민감한 정보를 다루는 사이트에 특히 중요합니다. 사용자는 안전한 사이트를 더 신뢰하고 사용할 가능성이 높으며, Google과 같은 검색 엔진은 안전한 웹사이트를 순위에서 선호합니다.  둘째, HTTPS는 검색 엔진의 순위 신호입니다. 2014년부터 Google은 순위 알고리즘의 요소로 HTTPS를 사용하고 있습니다. HTTPS를 사용하는 웹사이트는 그렇지 않은 사이트보다 검색 결과에서 더 높은 순위를 차지할 가능성이 높습니다. 이는 더 안전한 웹을 만들기 위한 Google의 노력의 일환입니다.  셋째, HTTPS는 추천 데이터를 보존합니다. 트래픽이 보안 HTTPS 사이트에서 비보안 HTTP 사이트로 이동하면 추천 데이터가 손실되어 애널리틱스에서 트래픽이 '직접'으로 표시되는 경우가 종종 있습니다. 이로 인해 트래픽의 출처에 대한 오해가 발생할 수 있습니다. HTTPS는 이러한 리퍼럴 데이터를 유지하여 트래픽 소스에 대한 보다 정확한 정보를 제공합니다.  마지막으로, HTTPS의 일부인 SSL 인증서가 필요한 HTTP/2의 구현으로 인해 더 빠른 성능과 개선된 사용자 경험은 종종 HTTPS와 관련이 있습니다. 더 빠른 웹사이트는 SEO 순위에서 선호되며 사용자에게 더 매력적입니다.													
issues/modal/error/title/server/not-sc-domain/not-same-url	Your website is not the same in Search Console	Votre site web n'est pas le même dans la Search Console	O seu sítio Web não é o mesmo no Search Console	Tu sitio web no es el mismo en Search Console	Il vostro sito web non è lo stesso in Search Console	검색 콘솔에서 웹사이트가 동일하지 않습니다.	В Search Console ваш сайт выглядит по-разному	Web siteniz Search Console'da aynı değil	Ihre Website ist in Search Console nicht identisch										
issues/modal/error/description/server/not-sc-domain/not-same-url	Your website has been registered in the Search Console with an incorrect URL. It is crucial to enter the correct URL in the Search Console to prevent GoogleBot from crawling inappropriate or non-existent pages, such as 301 (redirects) or 404 (not found) errors. This ensures proper and efficient indexing of your site by search engines.	Votre site web a été enregistré dans la Search Console avec une URL incorrecte. Il est essentiel de saisir l'URL correcte dans la Search Console pour éviter que GoogleBot n'explore des pages inappropriées ou inexistantes, telles que des erreurs 301 (redirections) ou 404 (non trouvé). Cela garantit une indexation correcte et efficace de votre site par les moteurs de recherche.	O seu Web site foi registado na Consola de Pesquisa com um URL incorreto. É crucial introduzir o URL correto na Consola de Pesquisa para evitar que o GoogleBot rastreie páginas inadequadas ou inexistentes, como os erros 301 (redireccionamentos) ou 404 (não encontrado). Isto garante uma indexação correcta e eficiente do seu sítio pelos motores de busca.	Su sitio web se ha registrado en Search Console con una URL incorrecta. Es crucial introducir la URL correcta en Search Console para evitar que GoogleBot rastree páginas inapropiadas o inexistentes, como errores 301 (redirecciones) o 404 (no encontrado). Esto garantiza una indexación correcta y eficaz de su sitio por parte de los motores de búsqueda.	Il vostro sito web è stato registrato nella Search Console con un URL errato. È fondamentale inserire l'URL corretto nella Search Console per evitare che GoogleBot effettui il crawling di pagine inappropriate o inesistenti, come ad esempio gli errori 301 (redirect) o 404 (not found). Questo garantisce un'indicizzazione corretta ed efficiente del vostro sito da parte dei motori di ricerca.	웹사이트가 잘못된 URL로 Search Console에 등록되었습니다. 301(리디렉션) 또는 404(찾을 수 없음) 오류와 같은 부적절하거나 존재하지 않는 페이지를 Google봇이 크롤링하는 것을 방지하려면 Search Console에 올바른 URL을 입력하는 것이 중요합니다. 이렇게 하면 검색 엔진이 사이트를 적절하고 효율적으로 색인화할 수 있습니다.													
issues/modal/error/title/server/not-sc-domain	You have not added your site with the sc-domain	Vous n'avez pas ajouté votre site avec le sc-domain	Não adicionou o seu sítio com o domínio sc	Usted no ha añadido su sitio con el sc-dominio	Non è stato aggiunto il sito con il dominio sc	sc 도메인을 사용하여 사이트를 추가하지 않았습니다.	Вы не добавили свой сайт с sc-доменом	Sitenizi sc-domain ile eklemediniz	Sie haben Ihre Website nicht mit der sc-Domain hinzugefügt										
issues/modal/error/description/server/not-sc-domain	By adding your site using the sc-domain method, you will benefit from better control, easier setup, and more reliable integration with third-party services.	En ajoutant votre site à l'aide de la méthode sc-domain, vous bénéficierez d'un meilleur contrôle, d'une configuration plus facile et d'une intégration plus fiable avec des services tiers.	Ao adicionar o seu site utilizando o método sc-domain, beneficiará de um melhor controlo, de uma configuração mais fácil e de uma integração mais fiável com serviços de terceiros.	Al añadir su sitio utilizando el método sc-domain, se beneficiará de un mejor control, una configuración más sencilla y una integración más fiable con servicios de terceros.	Aggiungendo il vostro sito con il metodo sc-domain, potrete beneficiare di un migliore controllo, di una configurazione più semplice e di un'integrazione più affidabile con i servizi di terze parti.	sc-domain 방법을 사용하여 사이트를 추가하면 더 나은 제어, 더 쉬운 설정, 타사 서비스와의 더 안정적인 통합 등의 이점을 누릴 수 있습니다.													
issues/modal/error/title/server/no-index	Your home page has no-index tag	Votre page d'accueil a une balise no-index	A sua página inicial tem a etiqueta no-index	Su página de inicio tiene la etiqueta no-index	La pagina iniziale ha il tag no-index	홈 페이지에 색인 없음 태그가 있습니다.	Ваша домашняя страница имеет тег no-index	Ana sayfanızda no-index etiketi var	Ihre Homepage hat den Tag no-index										
issues/modal/error/description/server/no-index	The homepage of the website has a "no-index" tag. This is a serious issue because the "no-index" tag instructs search engines like Google not to index the page in their search results. Since the homepage is typically the most important page, serving as the primary gateway to the rest of the website, having a "no-index" tag on it means that the homepage won't appear in search engine results. This can significantly reduce the site's visibility, organic traffic, and potentially impact its overall credibility and effectiveness in reaching its target audience. For a website looking to attract traffic and engage with users, ensuring that the homepage is indexed is crucial for its success.	La page d'accueil du site web comporte une balise "no-index". Il s'agit d'un problème grave, car la balise "no-index" indique aux moteurs de recherche comme Google de ne pas indexer la page dans leurs résultats de recherche. Étant donné que la page d'accueil est généralement la plus importante et qu'elle constitue la première porte d'entrée vers le reste du site web, la présence d'une balise "no-index" signifie que la page d'accueil n'apparaîtra pas dans les résultats des moteurs de recherche. Cela peut réduire considérablement la visibilité du site, le trafic organique, et potentiellement avoir un impact sur sa crédibilité globale et son efficacité à atteindre son public cible. Pour un site web qui cherche à attirer du trafic et à susciter l'intérêt des utilisateurs, il est essentiel de s'assurer que la page d'accueil est indexée pour garantir son succès.	A página inicial do sítio Web tem uma etiqueta "no-index". Este é um problema grave porque a etiqueta "no-index" dá instruções aos motores de busca como o Google para não indexarem a página nos seus resultados de pesquisa. Uma vez que a página inicial é normalmente a página mais importante, servindo como porta de entrada principal para o resto do sítio Web, ter uma etiqueta "no-index" significa que a página inicial não aparecerá nos resultados dos motores de busca. Isto pode reduzir significativamente a visibilidade do sítio, o tráfego orgânico e, potencialmente, afetar a sua credibilidade e eficácia gerais para atingir o seu público-alvo. Para um sítio Web que pretenda atrair tráfego e interagir com os utilizadores, garantir que a página inicial é indexada é crucial para o seu sucesso.	La página de inicio del sitio web tiene una etiqueta "no-index". Esto es un problema grave porque la etiqueta "no-index" indica a los motores de búsqueda como Google que no indexen la página en sus resultados de búsqueda. Dado que la página de inicio suele ser la más importante, ya que sirve como puerta de entrada principal al resto del sitio web, tener una etiqueta "no-index" significa que la página de inicio no aparecerá en los resultados de los motores de búsqueda. Esto puede reducir significativamente la visibilidad del sitio, el tráfico orgánico, y potencialmente afectar a su credibilidad general y la eficacia en llegar a su público objetivo. Para un sitio web que busca atraer tráfico y atraer a los usuarios, asegurarse de que la página de inicio está indexada es crucial para su éxito.	La homepage del sito web ha un tag "no-index". Questo è un problema serio perché il tag "no-index" indica ai motori di ricerca come Google di non indicizzare la pagina nei loro risultati di ricerca. Poiché la pagina iniziale è in genere la pagina più importante, in quanto rappresenta la porta d'accesso principale al resto del sito, la presenza di un tag "no-index" significa che la pagina iniziale non apparirà nei risultati dei motori di ricerca. Questo può ridurre significativamente la visibilità del sito, il traffico organico e, potenzialmente, la sua credibilità complessiva e la sua efficacia nel raggiungere il pubblico di riferimento. Per un sito web che vuole attirare traffico e coinvolgere gli utenti, assicurarsi che la homepage sia indicizzata è fondamentale per il suo successo.	웹사이트 홈페이지에 "색인 없음" 태그가 있습니다. '색인 없음' 태그는 Google과 같은 검색 엔진이 검색 결과에서 해당 페이지를 색인화하지 않도록 지시하기 때문에 이는 심각한 문제입니다. 홈페이지는 일반적으로 웹사이트의 나머지 부분으로 연결되는 주요 관문 역할을 하는 가장 중요한 페이지이므로 "색인 없음" 태그가 있으면 검색 엔진 결과에 홈페이지가 표시되지 않습니다. 이는 사이트의 가시성과 유기적 트래픽을 크게 감소시킬 수 있으며, 타겟 고객에게 도달하는 데 있어 전반적인 신뢰도와 효과에 영향을 미칠 수 있습니다. 트래픽을 유도하고 사용자 참여를 유도하려는 웹사이트의 경우, 홈페이지의 색인 생성을 보장하는 것이 성공에 매우 중요합니다.													
issues/modal/error/title/sitemap/no-sitemap	The sitemap has not been added to the Search Console	Le sitemap n'a pas été ajouté à la Search Console	O mapa do sítio não foi adicionado à Consola de Pesquisa	El mapa del sitio no se ha añadido a Search Console	La mappa del sito non è stata aggiunta alla Search Console.	검색 콘솔에 사이트맵이 추가되지 않았습니다.	Карта сайта не была добавлена в Search Console	Site haritası Search Console'a eklenmedi	Die Sitemap wurde nicht zur Search Console hinzugefügt										
issues/modal/error/description/sitemap/no-sitemap	A sitemap is important because it helps search engines efficiently crawl and index your website, ensuring that all your pages, especially new and updated content, are discovered quickly. This contributes to better visibility and rankings in search results, which is crucial for attracting organic traffic and maintaining the overall health of your website.	Un sitemap est important parce qu'il aide les moteurs de recherche à explorer et à indexer efficacement votre site web, garantissant ainsi que toutes vos pages, en particulier le contenu nouveau et mis à jour, sont découvertes rapidement. Cela contribue à une meilleure visibilité et à un meilleur classement dans les résultats de recherche, ce qui est essentiel pour attirer le trafic organique et maintenir la santé globale de votre site web.	Um mapa do site é importante porque ajuda os motores de busca a rastrear e indexar eficazmente o seu sítio Web, garantindo que todas as suas páginas, especialmente o conteúdo novo e atualizado, são descobertas rapidamente. Isto contribui para uma melhor visibilidade e classificação nos resultados de pesquisa, o que é crucial para atrair tráfego orgânico e manter a saúde geral do seu sítio Web.	Un mapa del sitio es importante porque ayuda a los motores de búsqueda a rastrear e indexar eficazmente su sitio web, garantizando que todas sus páginas, especialmente los contenidos nuevos y actualizados, se descubran rápidamente. Esto contribuye a mejorar la visibilidad y la clasificación en los resultados de búsqueda, lo que es crucial para atraer tráfico orgánico y mantener la salud general de su sitio web.	Una sitemap è importante perché aiuta i motori di ricerca a scansionare e indicizzare in modo efficiente il vostro sito web, assicurando che tutte le vostre pagine, in particolare i contenuti nuovi e aggiornati, vengano scoperti rapidamente. Ciò contribuisce a migliorare la visibilità e il posizionamento nei risultati di ricerca, il che è fondamentale per attirare traffico organico e mantenere la salute generale del vostro sito web.	사이트맵은 검색 엔진이 웹사이트를 효율적으로 크롤링하고 색인을 생성하여 모든 페이지, 특히 새롭고 업데이트된 콘텐츠를 빠르게 검색할 수 있도록 도와주기 때문에 중요합니다. 이는 검색 결과에서 가시성과 순위를 높이는 데 기여하며, 이는 유기적 트래픽을 유도하고 웹사이트의 전반적인 상태를 유지하는 데 매우 중요합니다.													
issues/modal/error/title/sitemap/server-error	The sitemap respond with an error	Le plan du site répond par une erreur	O mapa do sítio responde com um erro	El mapa del sitio responde con un error	La sitemap risponde con un errore	사이트맵이 오류와 함께 응답합니다.	Карта сайта отвечает с ошибкой	Site haritası bir hata ile yanıt veriyor	Die Sitemap antwortet mit einem Fehler										
issues/modal/error/description/sitemap/server-error	Your sitemap encounters an error when being read. Be aware that this prevents Google from accessing it, which can negatively impact your performance.	Votre plan du site rencontre une erreur lors de sa lecture. Sachez que cela empêche Google d'y accéder, ce qui peut avoir un impact négatif sur vos performances.	O seu mapa do sítio encontra um erro ao ser lido. Esteja ciente de que isto impede o Google de aceder ao mesmo, o que pode ter um impacto negativo no seu desempenho.	Su mapa del sitio encuentra un error al ser leído. Ten en cuenta que esto impide que Google acceda a él, lo que puede afectar negativamente a tu rendimiento.	La sitemap incontra un errore durante la lettura. Questo impedisce a Google di accedervi e può avere un impatto negativo sulle prestazioni.	사이트맵을 읽을 때 오류가 발생했습니다. 이 경우 Google이 액세스하지 못하므로 성능에 부정적인 영향을 미칠 수 있습니다.													
issues/modal/error/title/sitemap/bad-formed	Your sitemap is poorly formatted	Votre sitemap est mal formaté	O mapa do sítio está mal formatado	El mapa del sitio está mal formateado	La vostra sitemap è formattata male	사이트맵의 형식이 잘못되었습니다.	Ваша карта сайта плохо отформатирована	Site haritanız kötü biçimlendirilmiş	Ihre Sitemap ist schlecht formatiert										
issues/modal/error/description/sitemap/bad-formed	A sitemap should be formatted in XML, which is a structured file format that lists URLs along with additional metadata. This metadata includes information such as the last time the page was updated, how often it changes, and its importance relative to other pages on your site. The XML sitemap should adhere to the protocol established by search engines, which includes using specific tags like <urlset>, <url>, <loc>, <lastmod>, <changefreq>, and <priority>. The format should be clean and follow a hierarchical structure to ensure that search engines can easily read and understand the content and structure of your website. Additionally, for larger websites, sitemaps can be split into multiple files, and a sitemap index file can be used to organize these sitemaps. This helps in managing the sitemap more efficiently and ensures faster processing by search engines.	Un sitemap doit être formaté en XML, un format de fichier structuré qui répertorie les URL avec des métadonnées supplémentaires. Ces métadonnées comprennent des informations telles que la dernière mise à jour de la page, la fréquence des modifications et son importance par rapport aux autres pages de votre site. Le sitemap XML doit respecter le protocole établi par les moteurs de recherche, notamment en utilisant des balises spécifiques telles que <urlset>, <url>, <loc>, <lastmod>, <changefreq> et <priority>. Le format doit être propre et suivre une structure hiérarchique afin que les moteurs de recherche puissent facilement lire et comprendre le contenu et la structure de votre site web. En outre, pour les sites web plus importants, les sitemaps peuvent être divisés en plusieurs fichiers et un fichier d'index sitemap peut être utilisé pour organiser ces sitemaps. Cela permet de gérer le sitemap plus efficacement et de garantir un traitement plus rapide par les moteurs de recherche.	Um mapa do site deve ser formatado em XML, que é um formato de ficheiro estruturado que lista URLs juntamente com metadados adicionais. Estes metadados incluem informações como a última vez que a página foi actualizada, a frequência com que é alterada e a sua importância relativamente a outras páginas do seu sítio. O mapa do site XML deve seguir o protocolo estabelecido pelos mecanismos de pesquisa, que inclui o uso de tags específicas como <urlset>, <url>, <loc>, <lastmod>, <changefreq> e <priority>. O formato deve ser limpo e seguir uma estrutura hierárquica para garantir que os motores de busca possam ler e compreender facilmente o conteúdo e a estrutura do seu sítio Web. Além disso, para sítios Web maiores, os mapas do sítio podem ser divididos em vários ficheiros e pode ser utilizado um ficheiro de índice do mapa do sítio para organizar estes mapas do sítio. Isto ajuda a gerir o mapa do sítio de forma mais eficiente e garante um processamento mais rápido pelos motores de busca.	Un mapa del sitio debe estar formateado en XML, que es un formato de archivo estructurado que enumera las URL junto con metadatos adicionales. Estos metadatos incluyen información como la última vez que se actualizó la página, la frecuencia con la que cambia y su importancia en relación con otras páginas de su sitio. El mapa del sitio XML debe seguir el protocolo establecido por los motores de búsqueda, que incluye el uso de etiquetas específicas como <urlset>, <url>, <loc>, <lastmod>, <changefreq> y <priority>. El formato debe ser limpio y seguir una estructura jerárquica para garantizar que los motores de búsqueda puedan leer y comprender fácilmente el contenido y la estructura de su sitio web. Además, para los sitios web más grandes, los mapas del sitio pueden dividirse en varios archivos y puede utilizarse un archivo de índice del mapa del sitio para organizarlos. Esto ayuda a gestionar el mapa del sitio de forma más eficaz y garantiza un procesamiento más rápido por parte de los motores de búsqueda.	Una sitemap deve essere formattata in XML, un formato di file strutturato che elenca gli URL insieme a metadati aggiuntivi. Questi metadati includono informazioni quali l'ultima volta che la pagina è stata aggiornata, la frequenza delle modifiche e la sua importanza rispetto alle altre pagine del sito. La sitemap XML deve rispettare il protocollo stabilito dai motori di ricerca, che prevede l'uso di tag specifici come <urlset>, <url>, <loc>, <lastmod>, <changefreq> e <priority>. Il formato deve essere pulito e seguire una struttura gerarchica per garantire che i motori di ricerca possano leggere e comprendere facilmente il contenuto e la struttura del sito web. Inoltre, per i siti web di grandi dimensioni, le sitemap possono essere suddivise in più file e un file di indice della sitemap può essere utilizzato per organizzare queste sitemap. Questo aiuta a gestire la sitemap in modo più efficiente e garantisce un'elaborazione più rapida da parte dei motori di ricerca.	사이트맵은 추가 메타데이터와 함께 URL을 나열하는 구조화된 파일 형식인 XML로 포맷해야 합니다. 이 메타데이터에는 페이지가 마지막으로 업데이트된 시간, 변경 빈도, 사이트의 다른 페이지와 비교한 중요도 등의 정보가 포함됩니다. XML 사이트맵은 검색 엔진에서 설정한 프로토콜을 준수해야 하며, 여기에는 <urlset>, <url>, <loc>, <lastmod>, <changefreq> 및 <priority>와 같은 특정 태그 사용이 포함됩니다. 검색 엔진이 웹사이트의 콘텐츠와 구조를 쉽게 읽고 이해할 수 있도록 형식은 깔끔하고 계층적 구조를 따라야 합니다. 또한 규모가 큰 웹사이트의 경우 사이트맵을 여러 파일로 분할할 수 있으며, 사이트맵 인덱스 파일을 사용하여 이러한 사이트맵을 정리할 수 있습니다. 이렇게 하면 사이트맵을 보다 효율적으로 관리하고 검색 엔진의 빠른 처리를 보장할 수 있습니다.													
issues/modal/error/title/sitemap/contains-external-url	Your sitemap contains external urls	Votre sitemap contient des urls externes	O seu mapa do sítio contém urls externos	Su mapa del sitio contiene urls externas	La sitemap contiene url esterni	사이트맵에 외부 URL이 포함되어 있습니다.	Ваша карта сайта содержит внешние ссылки	Site haritanız harici URL'ler içeriyor	Ihre Sitemap enthält externe URLs										
issues/modal/error/description/sitemap/contains-external-url	Your sitemap should exclusively list pages directly from your website. Please eliminate any entries featuring external URLs. Examples of such external URLs currently present in your sitemap can be found for reference.	Votre plan du site doit exclusivement répertorier les pages provenant directement de votre site web. Veuillez éliminer toutes les entrées contenant des URL externes. Des exemples d'URL externes actuellement présents dans votre plan du site peuvent être trouvés à titre de référence.	O mapa do sítio deve listar exclusivamente páginas diretamente do seu sítio Web. Elimine quaisquer entradas que contenham URLs externos. Exemplos de tais URLs externos atualmente presentes no seu mapa do sítio podem ser encontrados para referência.	Su mapa del sitio debe incluir exclusivamente páginas procedentes directamente de su sitio web. Elimine las entradas que contengan URL externas. Puede encontrar ejemplos de URL externas presentes en su mapa del sitio como referencia.	La sitemap deve elencare esclusivamente le pagine direttamente dal vostro sito web. Eliminate le voci che contengono URL esterni. Esempi di tali URL esterni attualmente presenti nella vostra sitemap sono disponibili come riferimento.	사이트맵에는 웹사이트의 페이지만 직접 나열해야 합니다. 외부 URL이 포함된 항목은 모두 삭제하세요. 현재 사이트맵에 있는 이러한 외부 URL의 예는 참조용으로 확인할 수 있습니다.													
indexation/state/error-unknown	Google returned an unknown error	Google a renvoyé une erreur inconnue	O Google devolveu um erro desconhecido	Google devuelve un error desconocido	Google ha restituito un errore sconosciuto	Google에서 알 수 없는 오류가 반환되었습니다.	Google выдал неизвестную ошибку	Google bilinmeyen bir hata döndürdü	Google gab einen unbekannten Fehler zurück										
indexation/state/blocked-other-4xx-issue	Les pages sont des erreurs 4xx	Les pages sont des erreurs 4xx	As páginas estão com erros 4xx	Las páginas tienen errores 4xx	Le pagine sono degli errori 4xx	페이지에 4xx 오류가 있습니다.	На страницах имеются ошибки 4xx	Les pages sont des erreurs 4xx	Les pages sont des erreurs 4xx										
